Sample_ID,x,y,Date_BC_AD_Start,Date_BC_AD_Median,Date_BC_AD_Stop,Date_C14,C14_ages,C14_sds,MDS_C1,MDS_C2
I5883,6028715.537616784,3146182.7167555536,-5207,-5087,-4997,(PSUAMS-2827:6140±25),6140,25,-0.06672,0.04006
I4628,5250921.5075693745,3785118.8996235537,-5302,-5084,-4847,(Ua-19883:6145±80),6145,80,-0.06725,0.07139
I2008_published,4393069.420378387,3198945.687514141,-5209,-5081,-4958,(KIA-40342:6137±35),6137,35,0.04735,-3.3e-4
I0046_published,4393069.420378387,3198945.687514141,-5209,-5078,-4958,(MAMS-21479:6136±34),6136,34,0.04662,-1.4e-4
I1496,5064615.0414223485,2722047.535186114,-5209,-5075,-4958,(MAMS-14821:6135±33),6135,33,0.0497,0.00151
Schw72-15.SG,4144507.4214475187,2852060.0976931816,-5250,-5075,-4900,NA,NA,NA,0.04221,-9.9e-4
I0659_published,4393069.420378387,3198945.687514141,-5208,-5067,-4952,(KIA-40350:6130±40),6130,40,0.04845,5e-4
Schw432.SG,4144507.4214475187,2852060.0976931816,-5208,-5067,-4952,(Poz-64773:6130±40),6130,40,0.04915,-0.00375
OBN006,4134587.124694187,2819466.61889642,-5206,-5048,-4953,(LTL-18527:6124±25),6124,25,0.03554,0.01224
XN170,4260716.625445665,2852189.926664926,-5206,-5047,-4952,(MAMS-36730:6123±26),6123,26,0.04499,0.00216
FUC003_merged,3193286.3323743204,2245548.82151597,-5206,-5045,-4947,(UGA-7565:6120±30),6120,30,0.04275,0.01191
Mor6.SG,4146643.0715295523,2859109.9859217824,-5206,-5042,-4949,(GrM-15764:6120±25),6120,25,0.04221,0.01576
I1904,4991471.278975959,2605058.018123336,-5207,-5040,-4940,(Poz-82584:6115±35),6115,35,0.05071,-0.00277
I5889_published,6028715.537616784,3146182.7167555536,-5311,-5035,-4726,(OxA-5031:6110±120),6110,120,-0.0662,0.03859
I2377,5151819.582278158,2828623.1885476853,-5207,-5034,-4914,(Poz-83630:6110±40),6110,40,0.03668,0.01175
I0176,4992093.199350813,2626954.1950005526,-5206,-5031,-4938,(Beta-310038:6110±30),6110,30,0.04582,0.00404
I5077,5003239.113395133,2533276.2004948594,-5205,-5029,-4941,(PSUAMS-2691:6110±25),6110,25,0.04829,-0.00334
LBR002,4077841.0742380563,2292758.077586878,-5207,-5026,-4855,(LTL-8482:6104±45),6104,45,0.034,0.02321
HBS002,4393269.491736294,3199393.680059942,-5250,-5025,-4800,NA,NA,NA,0.04111,0.00519
HBS004,4393269.491736294,3199393.680059942,-5250,-5025,-4800,NA,NA,NA,0.05283,-0.0021
HBS005,4393269.491736294,3199393.680059942,-5250,-5025,-4800,NA,NA,NA,0.04468,0.00132
HBS007,4393269.491736294,3199393.680059942,-5250,-5025,-4800,NA,NA,NA,0.04783,0.00152
HBS008,4393269.491736294,3199393.680059942,-5250,-5025,-4800,NA,NA,NA,0.04942,-0.00259
HBS009,4393269.491736294,3199393.680059942,-5250,-5025,-4800,NA,NA,NA,0.04546999999999999,-0.00316
I2379,5141145.663765241,2810906.1178889056,-5206,-5019,-4854,(Poz-88115:6100±40),6100,40,0.04244,0.00528
MDV248.SG,3886708.363383528,2940607.507651364,-5204,-5003,-4853,(SacA-5462:6090±30),6090,30,0.04392,-0.00442
I5069,4805879.865238383,2860538.7867908487,-5202,-5002,-4906,(PSUAMS-4326:6090±25),6090,25,0.0474,-1.3e-4
I4112_published,6028715.537616784,3146182.7167555536,-5500,-5000,-4500,NA,NA,NA,-0.07005,0.04437
I5204,4797794.452013535,2850552.2239943263,-5500,-5000,-4500,NA,NA,NA,0.0444,0.00283
I5205_published,4797794.452013535,2850552.2239943263,-5100,-5000,-4900,NA,NA,NA,0.04741,-4.7e-4
I5206_published,4797794.452013535,2850552.2239943263,-5100,-5000,-4900,NA,NA,NA,0.04926,0.00168
I5207_published,4797794.452013535,2850552.2239943263,-5100,-5000,-4900,NA,NA,NA,0.04819,-1.6e-4
I5208,4797794.452013535,2850552.2239943263,-5500,-5000,-4500,NA,NA,NA,0.04853,-4e-5
I10942,2937230.9220048906,1590688.9097566644,-5500,-5000,-4500,NA,NA,NA,0.03825,0.01598
I0100,4393069.420378387,3198945.687514141,-5203,-4988,-4849,(KIA-40341:6080±32),6080,32,0.04666,0.00142
I3713_published,6175574.511859864,3083827.3526120805,-5200,-4988,-4857,(PSUAMS-2301:6080±25),6080,25,-0.07207,0.03828
I0821_published,4393069.420378387,3198945.687514141,-5203,-4982,-4847,(KIA-40348:6076±34),6076,34,0.04854,4.9e-4
I0434,6778671.924570484,3916713.98906923,-5197,-4975,-4852,(PSUAMS-4033:6070±25),6070,25,-0.06992,-0.0299
I1891,5005634.105705463,2630364.7972350325,-5201,-4962,-4840,(Poz-83633:6060±40),6060,40,0.0405,0.00441
I1893,4993771.104404712,2605329.2602128284,-5032,-4949,-4846,(MAMS-14817:6049±29),6049,29,0.0478,-0.00349
KRD002,6664150.527058585,1883061.2755690455,-5006,-4944,-4846,(MAMS-40664:6044±22),6044,22,0.03913,-0.02566
OBN005,4134587.124694187,2819466.61889642,-5021,-4943,-4845,(LTL-18526:6044±25),6044,25,0.0262,0.02448
I4185,4993771.104404712,2605329.2602128284,-5024,-4925,-4805,(MAMS-14814:6032±32),6032,32,0.04224,0.0125
I1890,5005634.105705463,2630364.7972350325,-5100,-4925,-4750,NA,NA,NA,0.03993,-4e-5
PG2001,6909194.21750178,2893612.2487220643,-4992,-4901,-4801,(MAMS-110564:6012±28),6012,28,-0.05367,-0.03934
I4063,4579942.620530444,1632328.0034391226,-4985,-4882,-4793,(PSUAMS-2263:5995±30),5995,30,0.04214,0.00879
I3719_published,6028715.537616784,3146182.7167555536,-4982,-4881,-4795,(PSUAMS-2303:5995±25),5995,25,0.05172,-0.00246
I4062,4579942.620530444,1632328.0034391226,-4984,-4867,-4783,(PSUAMS-1950:5980±30),5980,30,0.04287,0.00441
I4065,4579942.620530444,1632328.0034391226,-4985,-4867,-4734,(PSUAMS-1951:5980±35),5980,35,0.03521,0.01069
XN174,4260716.625445665,2852189.926664926,-5206,-4850,-4691,(Hd-8031:6100±70);(Hd-7974:5950±60);(Hd-7935:5910±50),6100;5950;5910,70;60;50,0.04423,0.00214
LBR004,4077841.0742380563,2292758.077586878,-4982,-4844,-4721,(LTL-12316:5964±45),5964,45,0.03152,0.02534
I0122,6778671.924570484,3916713.98906923,-4934,-4834,-4730,(PSUAMS-4031:5960±25),5960,25,-0.0742,-0.01451
kol6-ALL_DATA.SG,4693347.295129299,3003938.4582383074,-4926,-4822,-4726,(UGAMS-9615:5950±25),5950,25,0.03904,4e-4
Veibri4,5280602.315401821,4011513.0044940533,-4892,-4812,-4726,(KIA-48843:5940±22),5940,22,-0.06976,0.05171
I4184,4964857.98778496,2581860.0415252433,-4930,-4802,-4713,(Beta-310040:5930±40),5930,40,0.05027,6e-4
LBR001,4077841.0742380563,2292758.077586878,-4895,-4789,-4713,(LTL-18523:5920±35),5920,35,0.03356,0.02583
I4441,5250921.5075693745,3785118.8996235537,-4840,-4765,-4710,(PSUAMS-2265:5900±30),5900,30,-0.06573,0.0667
I4064,4579942.620530444,1632328.0034391226,-4840,-4765,-4710,(PSUAMS-2266:5900±30),5900,30,0.04441,0.00263
I1972,3247854.6416003145,2262963.4507194767,-4834,-4753,-4687,(Beta-366569:5880±30),5880,30,0.04536,0.01596
I0447_published,5110037.698379312,2637228.6748811603,-5000,-4750,-4500,NA,NA,NA,0.03805,0.00578
I0449,5110037.698379312,2637228.6748811603,-5000,-4750,-4500,NA,NA,NA,0.03492,0.00287
I2358,5111205.10888437,2761295.249818989,-5000,-4750,-4500,NA,NA,NA,0.04045,0.00726
I2387,5106964.168188468,2641066.3861406357,-5000,-4750,-4500,NA,NA,NA,0.03202,0.01033
I2746,5171496.512543759,2711848.943305014,-5000,-4750,-4500,NA,NA,NA,0.04242,0.00195
OBN002,4134587.124694187,2819466.61889642,-5000,-4750,-4500,NA,NA,NA,0.02676,0.02643
OBN010,4134587.124694187,2819466.61889642,-5000,-4750,-4500,NA,NA,NA,0.02787,0.02514
I1670,7688964.958226774,2127724.8827763093,-4838,-4744,-4614,(Poz-81107:5870±40),5870,40,0.0082,-0.05001
GRG027,3840571.3455039337,2782774.3158406476,-4838,-4744,-4614,(Lyon-4444:5870±40),5870,40,0.04182,0.01867
I1900,4920860.150609999,2697556.9314110414,-4796,-4740,-4618,(MAMS-14827:5861±26),5861,26,0.0469,5.3e-4
LBR003,4077841.0742380563,2292758.077586878,-4841,-4735,-4604,(LTL-12315:5864±45),5864,45,0.03087,0.02583
I4305,3985490.8837246625,2270195.315181484,-4830,-4734,-4612,(PSUAMS-2225:5860±35),5860,35,0.03314,0.02626
I1662,7688964.958226774,2127724.8827763093,-4834,-4732,-4610,(Poz-81105:5860±40),5860,40,0.01162,-0.0476
GRG028,3840571.3455039337,2782774.3158406476,-4833,-4725,-4605,(Lyon-4446:5855±40),5855,40,0.04245,0.018
I1905_published,4968862.88740763,2748594.419106929,-4831,-4718,-4556,(Poz-82582:5850±40),5850,40,0.03907,0.00647
TU916_SX30,4149844.686341891,2829421.209573088,-4787,-4712,-4616,(BE-:5842±22),5842,22,0.04172,0.00983
ROS45.SG,4134059.396178621,2823600.1671297085,-4787,-4699,-4606,(OxA-27814:5833±29),5833,29,0.03902,0.00978
I4304,3985490.8837246625,2270195.315181484,-4789,-4693,-4554,(PSUAMS-2226:5830±35),5830,35,0.03255,0.02711
I4167,5002133.742572889,2509434.8060217462,-4790,-4691,-4551,(Poz-90127:5830±40),5830,40,0.04729,-0.00366
TU919_SX33,4149844.686341891,2829421.209573088,-4779,-4684,-4556,(BE-8010:5819±22),5819,22,0.0484,0.00146
I2431,5673198.52156585,2372679.7379080215,-4782,-4681,-4552,(Beta-432807:5820±30),5820,30,0.03346,0.0023
I4303,3985490.8837246625,2270195.315181484,-4782,-4681,-4552,(PSUAMS-2260:5820±30),5820,30,0.03456,0.02333
ROS82.SG,4134059.396178621,2823600.1671297085,-4779,-4676,-4551,(SUERC-46435:5816±28),5816,28,0.03573,0.00779
GRG057,3840571.3455039337,2782774.3158406476,-4784,-4668,-4547,(Lyon-4449:5815±45),5815,45,0.03933,0.01984
OBN001,4134587.124694187,2819466.61889642,-4776,-4663,-4548,(OxA-30277:5809±33),5809,33,0.01568,0.04352
TU915_SX29,4149844.686341891,2829421.209573088,-4800,-4650,-4500,NA,NA,NA,0.04026,0.00979
ROS102.SG,4134059.396178621,2823600.1671297085,-4800,-4650,-4500,NA,NA,NA,0.02618,0.01608
ROS78.SG,4134059.396178621,2823600.1671297085,-4800,-4650,-4500,NA,NA,NA,0.03607,0.00888
I4111,6028715.537616784,3146182.7167555536,-4770,-4646,-4542,(PSUAMS-1910:5795±35),5795,35,-0.065310000000000007,0.04128
Kivisaare3,5255202.9060042845,4013614.0046025263,-4773,-4646,-4542,(UBA-25993:5796±37),5796,37,-0.06509,0.06046
GRG018,3840571.3455039337,2782774.3158406476,-4782,-4644,-4536,(Lyon-5875:5795±45),5795,45,0.03986,0.01752
I4168,5002133.742572889,2509434.8060217462,-4776,-4640,-4537,(Poz-90128:5790±40),5790,40,0.04677,0.00161
I5078,5003239.113395133,2533276.2004948594,-4698,-4622,-4544,(PSUAMS-2615:5770±25),5770,25,0.05127,-0.00126
GRG049,3840571.3455039337,2782774.3158406476,-4779,-4622,-4459,(Ly-12934:5773±58),5773,58,0.03798,0.01148
Donkalnis6,5095857.899607944,3700896.6974675013,-4716,-4620,-4503,(Poz-61574:5770±40),5770,40,-0.05811,0.08543
ANI159-ANI181,5761064.615404232,2406432.010539394,-4712,-4616,-4504,(OxA 13848:5766±36),5766,36,0.0316,0.0013
I0634,5089973.574258958,2471233.7755237687,-4710,-4609,-4501,(Poz-82185:5760±40),5760,40,0.04612,-0.00484
I0433,6778671.924570484,3916713.98906923,-4695,-4608,-4538,(PSUAMS-4032:5760±25),5760,25,-0.07888,-0.00914
I2352,4920860.150609999,2697556.9314110414,-4900,-4600,-4300,NA,NA,NA,0.04656,0.00386
I1899,4920860.150609999,2697556.9314110414,-4900,-4600,-4300,NA,NA,NA,0.04753,0.0018600000000000001
I1901,4920860.150609999,2697556.9314110414,-4900,-4600,-4300,NA,NA,NA,0.04158,0.00321
I1903,4991471.278975959,2605058.018123336,-4900,-4600,-4300,NA,NA,NA,0.04501,0.001
I1906,4968862.88740763,2748594.419106929,-4900,-4600,-4300,NA,NA,NA,0.04396,0.0014
I1902_published,4925526.213688794,2688666.865071793,-4900,-4600,-4300,NA,NA,NA,0.04655,3e-4
OBN011,4134587.124694187,2819466.61889642,-4684,-4595,-4504,(LTL-18531:5749±25),5749,25,0.03708,0.00702
OBN003,4134587.124694187,2819466.61889642,-4688,-4590,-4495,(OxA-30278:5744±33),5744,33,0.01302,0.03876
OBN008,4134587.124694187,2819466.61889642,-4683,-4589,-4499,(SUERC-52378:5743±30),5743,30,0.02877,0.02756
I1661,7688964.958226774,2127724.8827763093,-4697,-4587,-4461,(Poz-81104:5740±40),5740,40,0.00811,-0.04986
ANI160,5761064.615404232,2406432.010539394,-4682,-4580,-4465,(OxA-24041:5735±31),5735,31,0.03049,-0.00133
OBN004,4134587.124694187,2819466.61889642,-4677,-4575,-4495,(LTL-18525:5732±25),5732,25,0.03947,0.0089
FLR004,3567066.3455536403,2950744.289340769,-4676,-4559,-4458,(Beta-413158:5720±30),5720,30,0.03879,0.01456
I3708,5432633.82007828,1597606.9801347093,-5500,-4550,-3600,NA,NA,NA,0.04847,-0.01101
Es97-1.SG,3739670.209378171,3122599.1878798855,-4900,-4550,-4200,NA,NA,NA,0.02345,0.02947
kol2BE.SG,4693347.295129299,3003938.4582383074,-4651,-4539,-4456,(UGAMS-9614:5710±25),5710,25,0.03861,-9.6e-4
I1131,5089973.574258958,2471233.7755237687,-4650,-4527,-4451,(Beta-432798:5700±30),5700,30,0.04924,3.3e-4
I2425,5677929.816799283,2369199.0642566765,-4675,-4520,-4406,(Poz-83662:5690±40),5690,40,0.036,6.7e-4
I2056,6648072.206764499,2850166.7155860784,-4606,-4514,-4449,(OxA-43741:5687±30),5687,30,0.00133,-0.04152
