Sample_ID,Date_BC_AD_Median,MDS_C1,MDS_C2,x,y
AH1.SG,-7975,-0.01817,-0.06592,7736270.810549721,2114533.456518406
AH2.SG,-7954,-0.01271,-0.06603,7736270.810549721,2114533.456518406
AH4.SG,-7951,-0.01672,-0.06219,7736270.810549721,2114533.456518406
I7527,-7950,-0.01084,-0.06694,7703802.926691884,2129638.5208368655
ZHAG_BON004.A0101_Luk10,-7950,0.04032,-0.00275,6317489.489007653,1931993.5197883472
ZHAJ_BON034.A0101_Luk9,-7950,0.03728,-0.00123,6317489.489007653,1931993.5197883472
ZKO_BON001.A0101_Luk7,-7950,0.03917,-0.00217,6317489.489007653,1931993.5197883472
ZMOJ_BON014.A0101_Luk21,-7950,0.04095,-0.00471,6317489.489007653,1931993.5197883472
I1944,-7850,-0.01531,-0.06561,7703802.926691884,2129638.5208368655
I1945,-7850,-0.0121,-0.06574,7703802.926691884,2129638.5208368655
I1290,-7843,-0.00941,-0.06412,7703802.926691884,2129638.5208368655
KK1.SG,-7725,-0.0193,-0.0574,6973874.97534124,2732789.7364789965
I4660,-7689,-0.05473,0.07823,5275947.825469322,2457533.3877908885
Hum1.SG,-7682,-0.07605,0.03097,4187658.2663817722,3886819.9364183554
Hum2.SG,-7682,-0.07617,0.03821,4187658.2663817722,3886819.9364183554
KFH2_KFH002.A0101,-7635,0.0388,-0.02129,6783628.349417223,1500928.9381715402
I6754,-7617,-0.05394,0.10261,3311622.465766154,3271325.088019884
I1710,-7596,0.04424,-0.01798,6761873.09433732,1409694.7624947403
I5234,-7550,-0.05943,0.08391,5271842.145230371,2463843.856226056
I5237,-7550,-0.05768,0.08459,5271842.145230371,2463843.856226056
I5409_published,-7550,-0.05664,0.08261,5271842.145230371,2463843.856226056
M95.SG,-7427,-0.06176,0.07598,5317915.154118307,2474903.850942423
I4081_published,-7420,-0.05812,0.07667,5328934.122986868,2464505.6079409933
I4582,-7381,-0.06119,0.07752,5328934.122986868,2464505.6079409933
OC.SG,-7327,-0.06062,0.07455,5328934.122986868,2464505.6079409933
I3025_all.SG,-7309,-0.05268,0.10061,3368517.503979196,3127726.1322943987
I4630,-7264,-0.07141,0.05072,5250921.5075693745,3785118.8996235537
WC1.SG,-7262,-0.009,-0.06541,7615015.777686853,2101529.700895153
Falkenstein,-7204,-0.05514,0.0978,4249408.117941534,2772290.511614063
SF9.SG,-7194,-0.07141,0.05668,4801104.324884629,3824839.384359929
Chan.SG,-7143,-0.0433,0.07418,2935522.250675679,2338709.1801058054
R15.SG,-7128,-0.05892,0.11006,4615426.451995341,2102075.4834440234
PER503.SG,-7100,-0.05589,0.10269,3570223.832076681,2566326.9758744948
I5436,-7074,-0.06216,0.07367,5317915.154118307,2474903.850942423
I4607,-6964,-0.05962,0.07627,5317915.154118307,2474903.850942423
SF12.SG,-6945,-0.07297,0.05587,4801104.324884629,3824839.384359929
SF11.SG,-6942,-0.04936,0.02597,4801104.324884629,3824839.384359929
I5401,-6919,-0.05971,0.08073,5293961.875035506,2472439.458390909
BAJ001_BAJ001.A0101,-6900,0.04215,-0.01772,6762266.003216848,1227307.414196245
I5876,-6888,-0.06921,0.03867,6028715.537616784,3146182.7167555536
M96.SG,-6875,-0.06205,0.07399,5317915.154118307,2474903.850942423
SBj.SG,-6821,-0.07271,0.05295,4828091.346185878,3884806.798365726
I4655_published,-6804,-0.0577,0.08005,5317915.154118307,2474903.850942423
I4916,-6757,-0.05904,0.08082,5293961.875035506,2472439.458390909
I4870,-6754,-0.06095,0.08835,5275947.825469322,2457533.3877908885
I1699,-6750,0.04865,-0.01903,6761873.09433732,1409694.7624947403
I0867,-6750,0.05069,-0.01647,6694855.944172321,1363614.2639545775
I5411,-6650,-0.06071,0.07619,5317915.154118307,2474903.850942423
BDB001,-6650,-0.05937,0.09961,4465348.619530294,3134162.316623536
cth728.SG,-6620,0.04501,-0.01532,6316488.031808476,1921940.803492505
cth747.SG,-6556,0.04258,-0.01663,6316488.031808476,1921940.803492505
I4877,-6551,-0.06145,0.08686,5275947.825469322,2457533.3877908885
CCH285.SG,-6550,0.04709,-0.00772,6316488.031808476,1921940.803492505
CCH294.SG,-6550,0.048280000000000003,-0.01865,6316488.031808476,1921940.803492505
CCH311.SG,-6550,0.04147,-0.01262,6316488.031808476,1921940.803492505
pch034.SG,-6550,0.04072,-0.01169,6316488.031808476,1921940.803492505
I4874,-6547,-0.06029,0.08308,5275947.825469322,2457533.3877908885
I4550,-6539,-0.0676,0.08318,5250921.5075693745,3785118.8996235537
Tep002.SG,-6536,0.04383,-0.01695,6440901.6810851805,2021147.858855472
I0211,-6500,-0.08592,0.01034,5650108.555240128,4528959.446548175
I0061,-6500,-0.08739,0.0037200000000000002,5650108.555240128,4528959.446548175
I4871,-6500,-0.06001,0.08292,5275947.825469322,2457533.3877908885
I4872,-6500,-0.05896,0.08254,5275947.825469322,2457533.3877908885
I5772,-6500,-0.05781,0.08019,5275947.825469322,2457533.3877908885
I4875,-6491,-0.06072,0.08712,5275947.825469322,2457533.3877908885
I4876,-6474,-0.05899,0.08763,5275947.825469322,2457533.3877908885
Tep003.SG,-6462,0.03655,-0.01962,6440901.6810851805,2021147.858855472
I4881_published,-6425,-0.06052,0.08555,5275947.825469322,2457533.3877908885
KAR001.SG,-6392,-0.08412,-0.00148,5863510.095021008,4473508.263670801
Rev5.SG,-6389,0.04889,-0.00888,5261993.433504818,1889682.5128258255
I4632,-6383,-0.06624,0.06878,5250921.5075693745,3785118.8996235537
I5771,-6375,-0.05525,0.08733,5275947.825469322,2457533.3877908885
I1100,-6350,0.05299,-0.0026,5972134.340881456,2126841.213157379
I1102,-6350,0.04977,-0.00466,5972134.340881456,2126841.213157379
I1099,-6350,0.05064,-0.00524,5972134.340881456,2126841.213157379
I1103,-6350,0.04813,-0.00716,5972134.340881456,2126841.213157379
I1101,-6350,0.04987,-0.00557,5972134.340881456,2126841.213157379
I1096,-6350,0.04974,-0.00494,5972134.340881456,2126841.213157379
I0736,-6350,0.04917,-0.00425,5972134.340881456,2126841.213157379
I1097,-6334,0.05137,-0.00521,5972134.340881456,2126841.213157379
I1098,-6333,0.04646,-0.00426,5972134.340881456,2126841.213157379
Spiginas4,-6328,-0.06109,0.08597,5096335.714280126,3696450.9666746734
I1583.SG,-6322,0.05007,-0.00604,5975258.850558192,2127673.6665931987
Bar31.SG,-6320,0.04564,-0.01042,5975258.850558192,2127673.6665931987
I0744,-6315,0.05216,-0.009,5972134.340881456,2126841.213157379
I1581_published,-6310,0.05496,-0.00659,5972134.340881456,2126841.213157379
I0745,-6305,0.04734,-0.00903,5972134.340881456,2126841.213157379
Tep004.SG,-6299,0.04113,-0.0197,6440901.6810851805,2021147.858855472
Chaudardes1_published_d,-6277,-0.05108,0.09723,3845367.488117995,2924154.019491859
I1580_published,-6255,0.05049,-0.00699,5972134.340881456,2126841.213157379
Popovo2,-6250,-0.08592,0.01148,5826277.618798848,4555048.046837036
I5402,-6163,-0.06133,0.08126,5293961.875035506,2472439.458390909
I1736,-6155,-0.07077,0.04227,6186645.166593024,3025892.948476703
I0708,-6153,0.04459,-0.00995,5972134.340881456,2126841.213157379
cth739.SG,-6153,0.04317,-0.01629,6316488.031808476,1921940.803492505
I1734,-6150,-0.06655,0.04139,6186645.166593024,3025892.948476703
I0707,-6149,0.05164,-0.00876,5972134.340881456,2126841.213157379
I5885_published,-6144,-0.06715,0.04285,6028715.537616784,3146182.7167555536
I0709,-6141,0.05093,-0.00445,5972134.340881456,2126841.213157379
I4914_published,-6137,-0.05976,0.08321,5293961.875035506,2472439.458390909
I4915,-6134,-0.06043,0.08153,5293961.875035506,2472439.458390909
CMS001_merged,-6114,-0.03679,0.06921,2719874.6181805106,1992746.168327577
I1579_published,-6105,0.05194,-0.00334,5971991.553367392,2126344.019141969
Bar8.SG,-6097,0.04278,-0.00634,5975258.850558192,2127673.6665931987
I4917,-6066,-0.06224,0.07861,5293961.875035506,2472439.458390909
I1585_published,-6061,0.0481,-0.00688,5971991.553367392,2126344.019141969
Loschbour_published.DG,-6059,-0.05834,0.10694,4061962.3783347877,2972730.5634759497
I4882,-6050,-0.06014,0.08374,5275947.825469322,2457533.3877908885
I5407,-6050,-0.06003,0.08489,5273900.824300465,2459338.5986403604
I4666_published,-6044,0.03026,0.01474,5273900.824300465,2459338.5986403604
R2.SG,-6032,0.04621,-0.00174,4615426.451995341,2102075.4834440234
I5233,-6025,-0.06192,0.08225,5271842.145230371,2463843.856226056
I4665,-6022,0.04948,-0.00601,5273900.824300465,2459338.5986403604
I4596,-6020,-0.06638,0.07622,5250921.5075693745,3785118.8996235537
I4432,-6013,-0.06738,0.07758,5250921.5075693745,3785118.8996235537
I0725,-6000,0.04361,-0.00771,5979859.157411625,2123849.6606964977
I0726,-6000,0.04879,-0.00612,5979859.157411625,2123849.6606964977
I0727_published,-6000,0.04628,-0.00388,5979859.157411625,2123849.6606964977
I0724_published,-6000,0.04955,8e-4,5979859.157411625,2123849.6606964977
I0746,-5987,0.04733,-0.00789,5972134.340881456,2126841.213157379
I4351,-5979,0.01867,-0.04066,7377746.433875319,2275315.0352913523
I2323,-5962,0.01831,-0.03881,7377746.433875319,2275315.0352913523
I4241,-5946,0.01948,-0.03552,7377746.433875319,2275315.0352913523
I0706,-5945,0.02872,0.01049,5605412.524343746,2364703.846929159
I0704_published,-5942,0.05185,-0.00243,5605412.524343746,2364703.846929159
I5232,-5942,-0.00142,0.0396,5271842.145230371,2463843.856226056
I1298_published,-5936,0.04813,-0.00174,5429579.948553823,2353539.0179432556
I5427,-5935,0.05382,-0.00632,5432633.82007828,1597606.9801347093
I0723_published,-5921,0.05001,-0.0055,5979859.157411625,2123849.6606964977
I4873,-5919,-0.06022,0.08629,5275947.825469322,2457533.3877908885
I3948,-5915,0.05356,-0.00314,4858441.0612927945,2299403.9995530657
I3947,-5884,0.05152,0.00238,4858441.0612927945,2299403.9995530657
LaBrana1_published.SG,-5860,-0.05169,0.07986,3071470.241232086,2328912.6039894233
I3433,-5848,0.05251,0.00219,4858441.0612927945,2299403.9995530657
I0676,-5838,0.05353,-0.00723,5262281.731726081,2159498.560171059
I4878,-5837,-0.05612,0.08511,5275947.825469322,2457533.3877908885
I4349,-5791,0.01447,-0.04208,7377746.433875319,2275315.0352913523
I0013,-5766,-0.06627,0.05521,4615148.183468802,3947505.1802832773
R3.SG,-5762,0.0466,-0.006,4615426.451995341,2102075.4834440234
I0015,-5753,-0.07392,0.05462,4615148.183468802,3947505.1802832773
R8.SG,-5753,0.04434,-0.00469,4615426.451995341,2102075.4834440234
I2373_d,-5750,0.04062,0.00891,5103263.488794795,2729152.2999084974
I1878_published,-5734,0.04488,0.00443,4991421.419409314,2605499.749606533
I3498,-5729,0.05704,-0.00419,5002133.742572889,2509434.8060217462
I0014,-5728,-0.07375,0.05803,4615148.183468802,3947505.1802832773
I4551,-5723,-0.06759,0.06549,5250921.5075693745,3785118.8996235537
Latvia_HG2.SG,-5722,-0.06851,0.07341,5250921.5075693745,3785118.8996235537
KRD005,-5717,0.04415,-0.01634,6664150.527058585,1883061.2755690455
I1507,-5713,-0.05541,0.08654,5154724.432031836,2820734.6023621345
I5405,-5711,0.05373,-0.00584,5273900.824300465,2459338.5986403604
I2534,-5709,-0.06414,0.05996,5547883.784442102,2450868.5364496117
MTT001,-5689,0.02235,-0.03544,7223682.627851032,2691855.431736107
I4595,-5688,-0.06431,0.07501,5250921.5075693745,3785118.8996235537
KRD001,-5681,0.04594,-0.02039,6664150.527058585,1883061.2755690455
R10.SG,-5680,0.04709,-0.00182,4615426.451995341,2102075.4834440234
I0017.SG,-5674,-0.07339,0.05531,4615148.183468802,3947505.1802832773
KRD004,-5668,0.04893,-0.01891,6664150.527058585,1883061.2755690455
I0679_d,-5665,0.03793,-0.01826,5607269.929940395,2235545.673211592
I2532,-5661,0.05185,-0.00351,5640079.731429191,2635298.9370927447
I2529_published,-5659,0.04323,-0.00618,5617720.321134811,2246837.985920833
I4971,-5652,-0.04801,0.07844,5125157.064343118,2774558.4309877916
I4918,-5650,0.0393,-0.00114,5200179.745028147,2440293.261159513
MotalaAA,-5650,-0.06816,0.05448,4615148.183468802,3947505.1802832773
I1880,-5650,0.05251,-0.00423,4984950.67096867,2580577.308601545
KRD003,-5649,0.04938,-0.01807,6664150.527058585,1883061.2755690455
I0012,-5647,-0.07237,0.06166,4615148.183468802,3947505.1802832773
I1508,-5642,0.05673,-0.00888,5189086.033118645,2757251.2316887337
I5071,-5635,0.04978,-6.5e-4,4845581.693311931,2271789.4585634815
I1877_all,-5624,0.05573,-0.00643,4991421.419409314,2605499.749606533
I2794,-5620,0.05445,-0.00331,5106953.1764511345,2730684.771666343
I0011,-5619,-0.07305,0.05643,4615148.183468802,3947505.1802832773
I0174,-5615,0.05253,-6.8e-4,4991421.419409314,2605499.749606533
I3879,-5600,0.05263,-0.00279,5627876.284284781,2462856.059654964
I0700,-5600,0.00598,0.02145,5627876.284284781,2462856.059654964
I1109,-5600,0.03888,0.00177,5627876.284284781,2462856.059654964
I1113,-5600,0.0114,0.01963,5627876.284284781,2462856.059654964
I1295,-5600,0.02545,0.00994,5627876.284284781,2462856.059654964
I1296_published,-5600,0.02539,0.01206,5627876.284284781,2462856.059654964
I1297,-5600,0.02142,0.01364,5627876.284284781,2462856.059654964
I2216_published,-5600,0.04263,-0.00292,5627876.284284781,2462856.059654964
KRD006,-5600,0.04818,-0.02321,6664150.527058585,1883061.2755690455
BOT005,-5593,-0.05648,0.09678,4418614.015525321,3134165.218942318
I0124,-5586,-0.08338,0.00237,6845415.653533083,4136797.100571016
I1876,-5585,0.04973,-0.00295,4991421.419409314,2605499.749606533
I5072,-5584,0.05244,-3.1e-4,4845581.693311931,2271789.4585634815
I3715,-5580,-0.06947,0.03841,6175574.511859864,3083827.3526120805
CBT018,-5569,0.03356,-0.02485,6392093.782166031,2221439.833984754
I2521,-5552,0.04798,-0.00469,5605412.524343746,2364703.846929159
R9.SG,-5526,0.04713,-0.0053,4615426.451995341,2102075.4834440234
I4434,-5500,-0.06976,0.07401,5250921.5075693745,3785118.8996235537
I0633,-5480,0.05072,-0.00552,5089973.574258958,2471233.7755237687
I3712_published,-5421,-0.06521,0.03563,6175574.511859864,3083827.3526120805
POT002,-5421,0.01943,-0.03735,7500937.868554123,2663744.7205919265
I5872_published,-5420,-0.07,0.03615,6175574.511859864,3083827.3526120805
I2533,-5418,0.05372,-0.0042,5425950.523741273,2453790.280644619
I4553,-5418,-0.06708,0.07399,5250921.5075693745,3785118.8996235537
I4552,-5417,-0.06664,0.07515,5250921.5075693745,3785118.8996235537
I3537,-5416,0.04622,-0.00393,5111467.4189477535,2797532.0653561978
PEN003,-5414,0.02492,0.03037,4120210.896382275,2303405.2796046324
PEN001_real1,-5412,0.03139,0.02353,4120210.896382275,2303405.2796046324
I5870,-5411,-0.06802,0.03835,6175574.511859864,3083827.3526120805
I2937_all,-5411,0.05004,-0.00897,5432633.82007828,1597606.9801347093
PEN001_real2,-5410,-0.00618,0.05255,4120210.896382275,2303405.2796046324
I2380,-5400,0.04302,0.00501,5111467.4189477535,2797532.0653561978
I2382,-5400,0.04559,0.00911,5111467.4189477535,2797532.0653561978
I4114,-5399,-0.06735,0.04452,6028715.537616784,3146182.7167555536
I1738,-5398,-0.06634,0.04082,6147738.9003137555,3095088.036622216
CB13.SG,-5386,0.04232,0.01009,3641179.070249186,2066391.0016798435
I3716_published,-5385,-0.06578,0.03653,6175574.511859864,3083827.3526120805
I2526,-5341,0.04982,-0.00235,5584154.553914547,2357770.575034314
I5957_published,-5338,-0.07131,0.04131,6175574.511859864,3083827.3526120805
R18.SG,-5327,0.0432,-0.00394,4566003.582215064,2295273.021847817
I5893_published,-5311,-0.06993,0.04528,6028715.537616784,3146182.7167555536
I4438,-5306,-0.06761,0.06986,5250921.5075693745,3785118.8996235537
I3717,-5299,-0.06714,0.03441,6028715.537616784,3146182.7167555536
BerryAuBac,-5289,-0.05561,0.1033,3851168.311264907,2923639.789550335
R16.SG,-5266,0.04026,0.00182,4566003.582215064,2295273.021847817
I1732,-5264,-0.07094,0.03948,6147738.9003137555,3095088.036622216
I0409,-5262,0.04173,0.01395,3539914.4652525345,2204294.749930147
I3718,-5262,-0.06917,0.04527,6028715.537616784,3146182.7167555536
R6.SG,-5261,0.02998,0.01871,4615426.451995341,2102075.4834440234
I5886_published,-5259,-0.06672,0.03402,6028715.537616784,3146182.7167555536
I1895_published,-5259,0.04164,0.00602,4966604.174875404,2534208.960214463
I1896,-5257,0.0485,-0.0022,4966604.174875404,2534208.960214463
I0412,-5253,0.04413,0.01059,3539914.4652525345,2204294.749930147
R17.SG,-5253,0.03763,0.00148,4566003.582215064,2295273.021847817
XN167,-5251,0.0507,-9e-5,4260716.625445665,2852189.926664926
I6133_published,-5250,-0.06993,0.03882,6175574.511859864,3083827.3526120805
UzOO77,-5250,-0.08612,-2.7e-4,5619493.953232803,4564806.970464708
Stuttgart_published.DG,-5242,0.04613,1.4e-4,4260716.625445665,2852189.926664926
R19.SG,-5224,0.04015,-0.00228,4566003.582215064,2295273.021847817
I2739_published,-5223,0.05067,-0.0022,4991421.419409314,2605499.749606533
XN183,-5214,0.04076,-0.00193,4260716.625445665,2852189.926664926
NE1.SG,-5212,0.03536,0.00188,5152327.609254607,2810910.0607121126
I0413,-5209,0.04376,0.01512,3539914.4652525345,2204294.749930147
I1887,-5200,0.04902,-0.0031,4968763.195709094,2533109.374445487
I0797,-5175,0.04583,-0.00275,4436109.540237785,3131525.832425023
I0022,-5175,0.04707,-3.9e-4,4260716.625445665,2852189.926664926
I0026,-5175,0.04888,-4e-5,4260716.625445665,2852189.926664926
I0025,-5175,0.04339,0.00388,4260716.625445665,2852189.926664926
I2020,-5175,0.0459,4.1e-4,4393069.420378387,3198945.687514141
I1550_published,-5175,0.04679,0.00305,4393069.420378387,3198945.687514141
I2016_published,-5175,0.04631,-0.00226,4393069.420378387,3198945.687514141
I2017_published,-5175,0.04872,-0.00143,4393069.420378387,3198945.687514141
I2021_published,-5175,0.04422,0.00125,4393069.420378387,3198945.687514141
I2026_published,-5175,0.04809,-3.7e-4,4393069.420378387,3198945.687514141
I2030_published,-5175,0.04873,-0.00111,4393069.420378387,3198945.687514141
I2032_published,-5175,0.04771,8.7e-4,4393069.420378387,3198945.687514141
I2036_published,-5175,0.0498,-0.00207,4393069.420378387,3198945.687514141
I2038_published,-5175,0.05274,0.00238,4393069.420378387,3198945.687514141
CHA001_merged,-5166,0.04216,0.01742,3483855.393355125,2179797.3105630362
XN188,-5163,0.04942,0.00223,4260716.625445665,2852189.926664926
CHA002_merged,-5160,0.04162,0.01236,3483855.393355125,2179797.3105630362
mur.SG,-5158,0.03803,0.01136,3055394.200257362,1725952.5205223851
Donkalnis7,-5156,-0.06344,0.06364,5095857.899607944,3700896.6974675013
I2384_published,-5151,0.04213,0.00754,5173038.31661044,2815458.7080635764
I3714,-5150,-0.06716,0.04018,6175574.511859864,3083827.3526120805
SMH004,-5150,0.04442,-0.00307,4260716.625445665,2852189.926664926
XN166,-5150,0.04943,-0.00183,4260716.625445665,2852189.926664926
XN178,-5150,0.04546,-0.00238,4260716.625445665,2852189.926664926
XN205,-5150,0.04317,6.4e-4,4260716.625445665,2852189.926664926
XN207,-5150,0.04966,0.00197,4260716.625445665,2852189.926664926
XN225,-5150,0.04338,-3.5e-4,4260716.625445665,2852189.926664926
XN164,-5146,0.04716,-7.8e-4,4260716.625445665,2852189.926664926
I0410,-5144,0.04772,0.01448,3539914.4652525345,2204294.749930147
XN171,-5144,0.04807,1.9e-4,4260716.625445665,2852189.926664926
XN172,-5141,0.04451,0.00188,4260716.625445665,2852189.926664926
I2029_published,-5140,0.04794,-0.00197,4393069.420378387,3198945.687514141
XN165,-5140,0.05227,-0.00136,4260716.625445665,2852189.926664926
I5068,-5138,0.04356,6e-5,4805879.865238383,2860538.7867908487
I5875,-5138,-0.06865,0.04312,6028715.537616784,3146182.7167555536
I1498,-5137,0.03738,0.00558,5190024.227207016,2780609.670326191
XN168,-5137,0.04443,-3.5e-4,4260716.625445665,2852189.926664926
XN175,-5136,0.04888,-0.00192,4260716.625445665,2852189.926664926
SCH016,-5135,0.04873,-0.00461,4217169.4634898575,2920684.63909039
Canes.SG,-5134,-0.05586,0.08013,3133384.0589444567,2366613.0584970424
XN169,-5129,0.04982,-7e-4,4260716.625445665,2852189.926664926
I5881_published,-5126,-0.07209,0.04499,6028715.537616784,3146182.7167555536
I1499,-5125,0.03543,0.01168,5142713.812075207,2885344.16967683
I0054,-5123,0.04439,9.1e-4,4426862.379779983,3173279.8779843017
I4440,-5123,-0.06372,0.06942,5250921.5075693745,3785118.8996235537
CHA003_merged,-5123,0.04124,0.01561,3483855.393355125,2179797.3105630362
R1014.SG,-5123,0.03472,0.01224,4597381.977245727,2035575.633387165
I0795,-5120,0.04815,-0.003,4436109.540237785,3131525.832425023
I0057_published,-5119,0.04545,0.00275,4393069.420378387,3198945.687514141
I2199,-5118,0.04776,0.012,3247854.6416003145,2262963.4507194767
I5892,-5118,-0.0727,0.04399,6028715.537616784,3146182.7167555536
atp005.SG,-5118,0.04402,0.00722,3210273.7917604325,2238707.4759262456
I3535,-5117,0.03949,0.00661,5173038.31661044,2815458.7080635764
XN180,-5117,0.04349,7e-4,4260716.625445665,2852189.926664926
XN211,-5116,0.03844,0.00302,4260716.625445665,2852189.926664926
XN182,-5115,0.04252,-0.00152,4260716.625445665,2852189.926664926
I1500,-5108,0.04248,0.00532,5139649.4364443505,2732603.774815103
XN173,-5108,0.04755,-9.9e-4,4260716.625445665,2852189.926664926
I1505,-5106,0.04172,0.00691,5154803.0346623985,2815116.312874899
I0048_published,-5106,0.04834,-0.00578,4393069.420378387,3198945.687514141
LBR005,-5101,0.01726,0.03732,4077841.0742380563,2292758.077586878
I1882,-5100,0.04559,0.00354,4990888.3198394,2750210.726143982
I2355,-5100,0.04162,0.00779,5111205.10888437,2761295.249818989
I2375,-5100,0.04431,0.00787,5151819.582278158,2828623.1885476853
I2376,-5100,0.03985,0.00808,5151819.582278158,2828623.1885476853
I2378,-5100,0.04246,0.00627,5141145.663765241,2810906.1178889056
I3536,-5100,0.0498,0.00121,4873746.727652781,2752586.3496454568
I4186,-5100,0.03325,0.01247,5184641.859176993,2774465.054416136
I4187,-5100,0.04786,0.00202,5184534.070138403,2774673.4393852637
I4188_published,-5100,0.03985,0.00877,5150245.322470937,2812732.244792723
I4196,-5100,0.04807,-0.00337,4990888.3198394,2750210.726143982
I4199,-5100,0.04016,0.00901,5151819.582278158,2828623.1885476853
I2743,-5100,0.04385,0.0044,5066546.841836058,2723652.9488420445
I2744,-5100,0.03828,0.00604,5066546.841836058,2723652.9488420445
I2745,-5100,0.03723,0.00497,5066546.841836058,2723652.9488420445
I2357_all,-5100,0.04235,0.00597,5111205.10888437,2761295.249818989
SCH001,-5100,0.04019,-0.00378,4217169.4634898575,2920684.63909039
SCH007,-5100,0.03961,6e-5,4217169.4634898575,2920684.63909039
SCH009,-5100,0.0463,-0.00237,4217169.4634898575,2920684.63909039
SCH010,-5100,0.04535,-0.00142,4217169.4634898575,2920684.63909039
SCH014,-5100,0.0477,-0.00169,4217169.4634898575,2920684.63909039
I2037_published,-5096,0.05073,9.8e-4,4393069.420378387,3198945.687514141
SCH018,-5090,0.05096,0.00101,4217169.4634898575,2920684.63909039
I5070,-5087,0.04575,-7.9e-4,4797794.452013535,2850552.2239943263
I5883,-5087,-0.06672,0.04006,6028715.537616784,3146182.7167555536
I4628,-5084,-0.06725,0.07139,5250921.5075693745,3785118.8996235537
I2008_published,-5081,0.04735,-3.3e-4,4393069.420378387,3198945.687514141
I0046_published,-5078,0.04662,-1.4e-4,4393069.420378387,3198945.687514141
I1496,-5075,0.0497,0.00151,5064615.0414223485,2722047.535186114
Schw72-15.SG,-5075,0.04221,-9.9e-4,4144507.4214475187,2852060.0976931816
I0659_published,-5067,0.04845,5e-4,4393069.420378387,3198945.687514141
Schw432.SG,-5067,0.04915,-0.00375,4144507.4214475187,2852060.0976931816
OBN006,-5048,0.03554,0.01224,4134587.124694187,2819466.61889642
XN170,-5047,0.04499,0.00216,4260716.625445665,2852189.926664926
FUC003_merged,-5045,0.04275,0.01191,3193286.3323743204,2245548.82151597
Mor6.SG,-5042,0.04221,0.01576,4146643.0715295523,2859109.9859217824
I1904,-5040,0.05071,-0.00277,4991471.278975959,2605058.018123336
I5889_published,-5035,-0.0662,0.03859,6028715.537616784,3146182.7167555536
I2377,-5034,0.03668,0.01175,5151819.582278158,2828623.1885476853
I0176,-5031,0.04582,0.00404,4992093.199350813,2626954.1950005526
I5077,-5029,0.04829,-0.00334,5003239.113395133,2533276.2004948594
LBR002,-5026,0.034,0.02321,4077841.0742380563,2292758.077586878
HBS002,-5025,0.04111,0.00519,4393269.491736294,3199393.680059942
HBS004,-5025,0.05283,-0.0021,4393269.491736294,3199393.680059942
HBS005,-5025,0.04468,0.00132,4393269.491736294,3199393.680059942
HBS007,-5025,0.04783,0.00152,4393269.491736294,3199393.680059942
HBS008,-5025,0.04942,-0.00259,4393269.491736294,3199393.680059942
HBS009,-5025,0.04546999999999999,-0.00316,4393269.491736294,3199393.680059942
I2379,-5019,0.04244,0.00528,5141145.663765241,2810906.1178889056
MDV248.SG,-5003,0.04392,-0.00442,3886708.363383528,2940607.507651364
I5069,-5002,0.0474,-1.3e-4,4805879.865238383,2860538.7867908487
I4112_published,-5000,-0.07005,0.04437,6028715.537616784,3146182.7167555536
I5204,-5000,0.0444,0.00283,4797794.452013535,2850552.2239943263
I5205_published,-5000,0.04741,-4.7e-4,4797794.452013535,2850552.2239943263
I5206_published,-5000,0.04926,0.00168,4797794.452013535,2850552.2239943263
I5207_published,-5000,0.04819,-1.6e-4,4797794.452013535,2850552.2239943263
I5208,-5000,0.04853,-4e-5,4797794.452013535,2850552.2239943263
I10942,-5000,0.03825,0.01598,2937230.9220048906,1590688.9097566644
I0100,-4988,0.04666,0.00142,4393069.420378387,3198945.687514141
I3713_published,-4988,-0.07207,0.03828,6175574.511859864,3083827.3526120805
I0821_published,-4982,0.04854,4.9e-4,4393069.420378387,3198945.687514141
I0434,-4975,-0.06992,-0.0299,6778671.924570484,3916713.98906923
I1891,-4962,0.0405,0.00441,5005634.105705463,2630364.7972350325
I1893,-4949,0.0478,-0.00349,4993771.104404712,2605329.2602128284
KRD002,-4944,0.03913,-0.02566,6664150.527058585,1883061.2755690455
OBN005,-4943,0.0262,0.02448,4134587.124694187,2819466.61889642
I4185,-4925,0.04224,0.0125,4993771.104404712,2605329.2602128284
I1890,-4925,0.03993,-4e-5,5005634.105705463,2630364.7972350325
PG2001,-4901,-0.05367,-0.03934,6909194.21750178,2893612.2487220643
I4063,-4882,0.04214,0.00879,4579942.620530444,1632328.0034391226
I3719_published,-4881,0.05172,-0.00246,6028715.537616784,3146182.7167555536
I4062,-4867,0.04287,0.00441,4579942.620530444,1632328.0034391226
I4065,-4867,0.03521,0.01069,4579942.620530444,1632328.0034391226
XN174,-4850,0.04423,0.00214,4260716.625445665,2852189.926664926
LBR004,-4844,0.03152,0.02534,4077841.0742380563,2292758.077586878
I0122,-4834,-0.0742,-0.01451,6778671.924570484,3916713.98906923
kol6-ALL_DATA.SG,-4822,0.03904,4e-4,4693347.295129299,3003938.4582383074
Veibri4,-4812,-0.06976,0.05171,5280602.315401821,4011513.0044940533
I4184,-4802,0.05027,6e-4,4964857.98778496,2581860.0415252433
LBR001,-4789,0.03356,0.02583,4077841.0742380563,2292758.077586878
I4441,-4765,-0.06573,0.0667,5250921.5075693745,3785118.8996235537
I4064,-4765,0.04441,0.00263,4579942.620530444,1632328.0034391226
