Sample_ID,Date_BC_AD_Median,MDS_C1,MDS_C2,x,y
I8210,-425,0.00184,0.00239,3750073.361217858,2140423.9925117916
I8212,-425,-0.00797,4.2e-4,3750073.361217858,2140423.9925117916
I8214,-425,-0.00206,0.00652,3750073.361217858,2140423.9925117916
PT2.SG,-425,-0.00345,0.00145,3840511.0985069782,2322976.157160971
VIL004,-416,0.02342,-0.01367,4231025.496249461,1836900.1111586022
I12410,-407,0.01005,0.01317,3622647.4655865664,2067525.0787129903
I12878,-401,0.00885,0.00821,3622647.4655865664,2067525.0787129903
R435.SG,-400,0.00111,4e-4,4552794.19992233,2081176.2706501463
AIG001,-400,-0.03897,-0.0272,7467997.958574485,3193871.578796755
AIG002,-400,-0.03344,-0.02553,7467997.958574485,3193871.578796755
AIG006,-400,-0.03245,-0.02058,7467997.958574485,3193871.578796755
SBL001,-400,-0.04074,-0.02896,7651569.541564999,3967552.2076136633
SGZ002,-400,-0.03707,-0.02606,7331854.120282218,3860682.2599494373
s19_X04_1.SG,-396,-0.0359,-4.3e-4,5022401.460077067,3974043.516411187
DA194.SG,-391,-0.01659,0.00302,5101447.603291314,2634690.0486127776
LS-13.SG,-390,-0.03964,-0.02737,7194524.490957602,4217252.282447282
MJ-43.SG,-385,-0.04119,-0.02924,7323092.460570587,4363697.440614577
Kivutkalns194,-377,-0.03339,0.00804,5185923.398380627,3836433.1199219497
I3757,-350,0.00435,0.00587,3289661.6440699967,2248637.873790932
DA134.SG,-350,-0.03607,-0.02946,6489557.01299881,3128783.1230094256
DA139.SG,-350,-0.03054,-0.028,6489557.01299881,3128783.1230094256
DA141.SG,-350,-0.0333,-0.02894,6489042.441954349,3127461.0342189693
DA143.SG,-350,-0.03815,-0.02924,6489392.851597549,3128590.0660637575
DA144.SG,-350,-0.03729,-0.02996,6489557.01299881,3128783.1230094256
DA145.SG,-350,-0.02792,-0.02971,6489677.284949636,3127490.300527262
DA26.SG,-350,-0.03794,-0.02736,7648475.6353722755,4579140.357358759
DA136.SG,-350,-0.03152,-0.02557,6489042.441954349,3127461.0342189693
BSB002,-350,-0.0312,-0.02576,7651569.541564999,3967552.2076136633
BSB004,-350,-0.03222,-0.03112,7651569.541564999,3967552.2076136633
KBU001,-350,-0.03727,-0.03004,7651569.541564999,3967552.2076136633
KBU002,-350,-0.03749,-0.02753,7651569.541564999,3967552.2076136633
KBU003,-350,-0.03872,-0.02629,7651569.541564999,3967552.2076136633
KSK002,-350,-0.03503,-0.02107,7651569.541564999,3967552.2076136633
COL11.SG,-340,-0.0193,-0.00183,4124163.0025104247,2777455.40641812
COL153A.SG,-340,-0.00922,8.4e-4,4124163.0025104247,2777455.40641812
COL153i.SG,-340,-0.00591,-0.00391,4124163.0025104247,2777455.40641812
I0574,-300,-0.03416,-0.02492,7124149.1695511835,4096247.6032094015
I0575,-300,-0.03776,-0.02386,7124149.1695511835,4096247.6032094015
R437.SG,-300,0.01672,-0.01807,4552794.19992233,2081176.2706501463
PEY163.SG,-300,2.1e-4,0.00525,3791523.955150525,2267762.8897219137
PEY53.SG,-300,-0.00944,-0.00221,3791523.955150525,2267762.8897219137
I3324,-291,0.00284,0.00808,3746489.215417908,2126741.273335689
I3759,-285,0.00241,0.00805,3289661.6440699967,2248637.873790932
scy305.SG,-283,9.9e-4,-0.01736,5817131.729985142,2818653.581589255
MJ-40.SG,-283,-0.03928,-0.02776,7329696.599903289,4336320.522878048
MJ-46.SG,-281,-0.02407,-0.02684,6115398.571758252,3000610.753389294
scy300.SG,-280,0.00987,-0.01625,5817131.729985142,2818653.581589255
MS10614.SG,-280,0.01526,-0.01088,3564384.9562882283,1809186.4061704753
scy304.SG,-278,-0.00711,-0.01701,5817131.729985142,2818653.581589255
MJ-15.SG,-278,-0.04087,-0.03012,6126734.812258013,3306318.7241254365
MJ-32.SG,-278,-0.04051,-0.02989,6100989.237982361,3297399.993633966
MJ-44.SG,-278,-0.03915,-0.02834,7084346.645887872,4332402.210716728
I0247,-277,-0.03581,-0.02353,6947999.486218883,4034297.5871810615
I3323,-277,0.01186,0.01165,3746489.215417908,2126741.273335689
I3758,-277,5.9e-4,0.00913,3289661.6440699967,2248637.873790932
scy311.SG,-277,-0.0074,-0.02055,5817131.729985142,2818653.581589255
s19_V11_1.SG,-277,-0.04031,0.00288,5020268.349828888,3981707.977832757
scy301.SG,-276,-0.01456,-0.01957,5817131.729985142,2818653.581589255
scy303.SG,-276,-0.02362,-0.00351,5817131.729985142,2818653.581589255
MJ-34.SG,-276,-0.02291,-0.01586,6097296.52638078,3283273.8243852705
MJ-39.SG,-276,-0.03701,-0.02539,7335531.0044155335,4258545.598400214
ORC002,-276,0.03196,0.00984,4271472.30728303,1841881.1766321019
scy192.SG,-275,0.00624,-0.01502,5817131.729985142,2818653.581589255
scy193.SG,-275,-0.03412,-0.0237,5817131.729985142,2818653.581589255
scy197.SG,-275,0.00609,-0.01659,5817131.729985142,2818653.581589255
I8208,-274,0.02875,-0.02066,3750073.361217858,2140423.9925117916
I10366,-273,0.02531,-0.00764,4221132.234779942,1858245.9359152608
AIG003,-273,-0.03719,-0.02404,7467997.958574485,3193871.578796755
SGZ001,-273,-0.03596,-0.02821,7331854.120282218,3860682.2599494373
Pr10.SG,-250,-0.03796,-0.02569,7206875.295143944,4125361.805868035
Pr4.SG,-250,-0.03732,-0.02618,7206875.295143944,4125361.805868035
I20752,-250,-0.01361,-2.4e-4,5096275.61920657,2731092.233046615
ATT26.SG,-250,-0.0094,-0.00192,3817289.0859430414,2946068.2983833575
ERS1164.SG,-250,-0.01337,-0.00484,4147995.0628303564,2815021.172222774
ERS86.SG,-250,-0.00388,1.8e-4,4147995.0628303564,2815021.172222774
ERS88.SG,-250,-2.1e-4,-0.00332,4147995.0628303564,2815021.172222774
I3326,-225,-0.00852,-0.00433,3746489.215417908,2126741.273335689
I3327,-225,0.00884,0.0071,3746489.215417908,2126741.273335689
BFM265.SG,-225,-0.00756,-0.00242,3841908.69618673,2941219.7771862615
I8203,-200,-7.9e-4,0.00113,3750073.361217858,2140423.9925117916
I8205,-200,0.01123,-0.02083,3750073.361217858,2140423.9925117916
I3320_published,-200,0.00804,0.00771,3461245.6932323514,1950820.1703566653
I3321_published,-200,0.00895,0.01378,3461245.6932323514,1950820.1703566653
scy011.SG,-199,-0.02781,-0.02176,5777150.586047975,3075956.2946168063
I0789.SG,-191,-0.01644,-0.005,3657002.0264125057,3265420.2933668834
SFI-5.SG,-186,0.02089,-0.03656,6661735.23137903,1597207.3771268032
SFI-12.SG,-161,0.02293,-0.034,6661735.23137903,1597207.3771268032
I8206,-151,-0.01381,-0.00328,3750073.361217858,2140423.9925117916
I20767,-150,-0.01637,0.00214,5143553.240067107,2824889.333407284
I20766,-150,-0.01518,0.00369,5143553.240067107,2824889.333407284
s19_V12_1.SG,-142,-0.03101,-2.2e-4,5020268.349828888,3981707.977832757
SFI-20.SG,-91,0.01898,-0.03527,6661735.23137903,1597207.3771268032
M1489.SG,-85,-0.01678,-0.00651,3628696.790315669,3452506.346905299
TU905_SX18,-82,0.00803,0.00155,4267569.563357835,2704298.83785191
SFI-15.SG,-78,0.02033,-0.0349,6661735.23137903,1597207.3771268032
MJ-38.SG,-67,-0.03267,-0.03454,6896913.513198771,2895958.8682980794
SFI-11.SG,-30,0.022,-0.0366,6661735.23137903,1597207.3771268032
I0156.SG,-27,-0.01994,-0.00376,3650139.103392884,3264211.953749321
I0160.SG,-19,-0.01877,-0.00585,3650139.103392884,3264211.953749321
SFI-24.SG,2,0.0191,-0.03419,6661647.250563335,1597176.9035201427
I10866,3,0.0015,-0.00162,3750073.361217858,2140423.9925117916
s19_VII15_1.SG,39,-0.03563,-5.2e-4,5373564.420719884,4180680.962716717
VK582.SG,50,-0.02663,-0.0067,4317258.644644675,3660676.954897185
R42.SG,88,0.02141,-0.03497,4509582.104079476,2074530.9824012842
R111.SG,100,0.01196,-0.01461,4528365.728535197,2093943.699986783
R113.SG,100,0.01506,-0.01504,4528365.728535197,2093943.699986783
R114.SG,100,0.0134,-0.02679,4528365.728535197,2093943.699986783
R115.SG,100,0.01733,-0.02724,4528365.728535197,2093943.699986783
R116.SG,100,-0.00359,-0.00274,4528365.728535197,2093943.699986783
R131.SG,100,0.0152,-0.01974,4528365.728535197,2093943.699986783
R436.SG,100,0.01341,-0.02273,4552794.19992233,2081176.2706501463
R75.SG,100,0.02075,-0.02863,4528189.1330896765,2094270.0689076902
R76.SG,100,0.01651,-0.03123,4528189.1330896765,2094270.0689076902
R78.SG,100,0.02362,-0.02809,4528189.1330896765,2094270.0689076902
R81.SG,100,0.01907,-0.0272,4528189.1330896765,2094270.0689076902
VK532.SG,100,-0.02281,-0.00528,4462372.03649916,3618929.0593890585
R80.SG,105,0.02069,-0.01922,4528189.1330896765,2094270.0689076902
chy001.SG,118,-0.03469,-0.02622,7249149.725678895,4057999.4725633515
R1547.SG,136,0.02322,-0.03475,4535831.826722083,2110584.7523808847
R1548.SG,136,0.00891,-0.02757,4535831.826722083,2110584.7523808847
R1549.SG,136,0.00485,-0.01698,4535831.826722083,2110584.7523808847
R1550.SG,136,0.01801,-0.03215,4535831.826722083,2110584.7523808847
R835.SG,136,0.01499,-0.02028,4617866.636183183,2252098.3917213953
R836.SG,136,0.01316,-0.02141,4617866.636183183,2252098.3917213953
s19_VIII7_1.SG,138,-0.02878,6.3e-4,5373564.420719884,4180680.962716717
s19_VIII8_1.SG,138,-0.02663,-0.00194,5373564.420719884,4180680.962716717
s19_VIII9_1.SG,138,-0.03242,-0.00557,5373564.420719884,4180680.962716717
SFI-33.SG,149,0.02063,-0.03361,6661647.250563335,1597176.9035201427
I8474,150,-0.00152,0.00476,3750073.361217858,2140423.9925117916
I8475,150,0.00962,-0.00556,3750073.361217858,2140423.9925117916
I10865,150,0.01464,-3.7e-4,3750073.361217858,2140423.9925117916
I8338,151,0.01725,-0.02065,3750073.361217858,2140423.9925117916
R39.SG,152,0.01601,-0.02562,4509582.104079476,2074530.9824012842
R1551.SG,155,0.01167,-0.03547,4535831.826722083,2110584.7523808847
I8216,156,0.0272,-0.01765,3750073.361217858,2140423.9925117916
AIG005,161,-0.00916,-0.04095,7467997.958574485,3193871.578796755
chy002.SG,165,-0.03611,-0.02729,7249149.725678895,4057999.4725633515
R123.SG,170,0.01666,-0.02657,4584190.824966508,2070227.4678409793
I8339,173,0.00285,0.00682,3750073.361217858,2140423.9925117916
AMC005,175,0.02442,0.00254,4180447.2915651645,1942643.4546198284
AMC001,178,0.02413,-0.01952,4180447.2915651645,1942643.4546198284
s19_VIII5_2.SG,188,-0.04032,5.2e-4,5374858.85990348,4181498.0868977774
tem002.SG,190,-0.03629,-0.02575,7279487.241226857,4361508.35317053
3DT16.SG,200,-0.01786,-0.00404,3596850.779026986,3483461.1141686416
3DT26.SG,200,0.02495,-0.03145,3596850.779026986,3483461.1141686416
6DT18.SG,200,-0.01723,-0.00253,3596850.779026986,3483461.1141686416
6DT21.SG,200,-0.01881,-0.00599,3596850.779026986,3483461.1141686416
6DT22.SG,200,-0.0154,-0.00123,3596850.779026986,3483461.1141686416
6DT23.SG,200,-0.01933,-0.00661,3596850.779026986,3483461.1141686416
6DT3.SG,200,-0.0223,-0.00606,3596850.779026986,3483461.1141686416
I8202,200,0.00266,0.00688,3750073.361217858,2140423.9925117916
R125.SG,200,0.01353,-0.01888,4584190.824966508,2070227.4678409793
R128.SG,200,0.0163,-0.03109,4584190.824966508,2070227.4678409793
R1543.SG,200,0.01601,-0.02399,4513670.007834216,2124260.696814593
R1544.SG,200,0.01213,-0.02219,4513670.007834216,2124260.696814593
R1545.SG,200,0.01787,-0.02798,4513670.007834216,2124260.696814593
R37.SG,200,0.00149,0.00549,4509582.104079476,2074530.9824012842
R38.SG,200,0.02065,-0.03579,4509582.104079476,2074530.9824012842
R40.SG,200,0.01755,-0.0249,4509582.104079476,2074530.9824012842
R41.SG,200,0.01973,-0.02734,4509582.104079476,2074530.9824012842
R43.SG,200,0.0219,-0.02828,4509582.104079476,2074530.9824012842
R44.SG,200,0.022,-0.02448,4509582.104079476,2074530.9824012842
R45.SG,200,0.0205,-0.02312,4509582.104079476,2074530.9824012842
R49.SG,200,0.01231,-0.01849,4533448.7692212565,2085919.4247884173
R51.SG,200,0.01554,-0.02322,4533448.7692212565,2085919.4247884173
R66.SG,200,0.02041,-0.02773,4526817.428393074,2084591.7833515953
R67.SG,200,0.0104,-0.03681,4526817.428393074,2084591.7833515953
R68.SG,200,0.01296,-0.03822,4526817.428393074,2084591.7833515953
R69.SG,200,0.01644,-0.02571,4526817.428393074,2084591.7833515953
R70.SG,200,0.01928,-0.03032,4526817.428393074,2084591.7833515953
R71.SG,200,0.02289,-0.03083,4526817.428393074,2084591.7833515953
R72.SG,200,0.02101,-0.02774,4526817.428393074,2084591.7833515953
R73.SG,200,0.01539,-0.02634,4526817.428393074,2084591.7833515953
AMC014,212,0.02872,-0.00119,4180447.2915651645,1942643.4546198284
tem001.SG,224,-0.03681,-0.02437,7279487.241226857,4361508.35317053
R50.SG,238,0.01119,-0.02304,4533448.7692212565,2085919.4247884173
tem003.SG,241,-0.03759,-0.0281,7279487.241226857,4361508.35317053
R132.SG,291,0.02196,-0.01848,4529296.625939456,2090763.3020473754
R47.SG,297,0.01171,-0.01895,4533448.7692212565,2085919.4247884173
R126.SG,299,0.02167,-0.0285,4584190.824966508,2070227.4678409793
I4055_published,300,0.00796,-0.00706,3109795.8521834454,1675062.9700833189
I3982,300,0.00983,-0.00229,3109795.8521834454,1675062.9700833189
FN2.SG,300,0.00255,-8.6e-4,4425979.234763791,2781829.3932376634
VK521.SG,300,-0.02418,8e-5,4462187.784062219,3616807.965533506
VK579.SG,300,-0.03014,-0.00562,4716599.007433428,3729032.0312793804
QED-7.SG,328,0.02163,-0.03512,6680091.384815386,1621694.248950261
MJ-37.SG,332,-0.00871,-0.00794,6011290.585572106,3253041.925353296
QED-2.SG,349,0.02166,-0.03312,6680091.384815386,1621694.248950261
I6490,350,0.00228,0.00132,3580646.2471745117,2062510.6268504853
DA119.SG,350,-0.01558,-0.00857,5072102.225831323,2937746.9728466244
DA171.SG,350,-0.03875,0.0093,5208340.712717478,3714792.211219003
Ker1.SG,357,0.00512,-0.03203,6348585.202571158,2837173.5563365105
VK203.SG,361,-0.02176,-0.00563,3562090.760325268,4074928.121571094
I12223,364,0.02564,-0.02382,4247808.918428717,1788452.7217285687
HUN001,392,-0.03802,-0.0348,5000633.108213642,2751176.1092755888
VK213.SG,395,-0.02091,-0.00263,4454250.93929275,3627032.4927541194
R130.SG,400,0.01839,-0.02589,4529296.625939456,2090763.3020473754
R133.SG,400,0.01568,-0.02433,4529296.625939456,2090763.3020473754
R134.SG,400,0.01551,-0.02592,4529296.625939456,2090763.3020473754
R136.SG,400,0.01173,-0.02341,4529296.625939456,2090763.3020473754
R137.SG,400,0.01648,-0.0239,4529296.625939456,2090763.3020473754
VK522.SG,400,-0.02221,-3.8e-4,4727076.97785533,3733340.6893118275
I3983,405,0.01442,-0.00892,3109795.8521834454,1675062.9700833189
KRY001,406,-0.03667,-0.03712,7397163.225871623,4087000.1410015346
MJ-19.SG,410,-0.02258,-0.01113,5805736.865798191,3063213.839725627
R31.SG,410,-0.01485,-6.2e-4,4526991.560906327,2092569.7325851652
AED513.SG,416,-0.00767,-0.01221,4462243.697447559,2799874.8948699287
Alh2.SG,417,-0.01579,-0.0048,4483361.2546990365,2832043.455464334
QED-12.SG,425,0.02084,-0.03316,6680091.384815386,1621694.248950261
AEHIb.SG,426,0.01316,-0.01478,4482365.984338727,2868606.312066998
AED125b.SG,431,-0.00224,-0.01313,4462243.697447559,2799874.8948699287
STR328c.SG,431,-0.015,-0.01887,4509479.6724537695,2867371.041806855
DA27.SG,432,-0.03667,-0.03523,7521488.223727217,4558118.169329977
Alh1.SG,450,-0.02027,-0.00368,4483361.2546990365,2832043.455464334
Alh3a.SG,450,-0.01898,-0.01,4483361.2546990365,2832043.455464334
STR535.SG,467,0.00121,-0.01687,4509479.6724537695,2867371.041806855
NW54.SG,468,0.00287,-0.0118,4477670.435302819,2876365.310837569
I0773.SG,470,-0.02278,-0.00569,3645357.5441630166,3285221.834183973
Alh10.SG,471,-0.01833,-0.0044,4483361.2546990365,2832043.455464334
BIM33.SG,472,-0.01384,-0.00374,4478306.815336443,2879720.8093498964
STR228.SG,477,-0.01289,-0.0126,4509479.6724537695,2867371.041806855
I0774.SG,480,-0.01738,-0.00433,3645357.5441630166,3285221.834183973
AED1108.SG,480,-0.00951,-0.02405,4462243.697447559,2799874.8948699287
I3576,482,0.01277,-0.00632,3077513.076266007,1697330.4513757983
NW255a.SG,482,-0.02113,-0.00836,4477670.435302819,2876365.310837569
SZ27,482,-0.0037,-0.00916,4925381.378688983,2606382.3684530845
I0777.SG,484,-0.01902,-0.00305,3645357.5441630166,3285221.834183973
SZ13,487,-0.01774,-0.00367,4925381.378688983,2606382.3684530845
SZ19,491,0.02129,-0.01401,4925381.378688983,2606382.3684530845
AED106.SG,495,-0.02622,-0.00454,4462243.697447559,2799874.8948699287
AED204.SG,495,-0.02262,-0.0015,4462243.697447559,2799874.8948699287
AED249.SG,495,-0.02107,-0.00264,4462243.697447559,2799874.8948699287
AED92b.SG,495,-0.02099,-0.00461,4462243.697447559,2799874.8948699287
STR241.SG,495,-0.0206,0.00328,4509479.6724537695,2867371.041806855
STR316b.SG,495,-0.01905,-0.00256,4509479.6724537695,2867371.041806855
STR393b.SG,495,-0.01791,-0.00321,4509479.6724537695,2867371.041806855
STR486.SG,495,-0.02115,-0.00727,4509479.6724537695,2867371.041806855
I0769.SG,497,-0.0232,-0.00437,3645357.5441630166,3285221.834183973
I3981,500,0.01304,-0.00453,3109795.8521834454,1675062.9700833189
I3574,500,0.01164,-0.00559,3077513.076266007,1697330.4513757983
I3575,500,0.01505,-0.00686,3077513.076266007,1697330.4513757983
I3577,500,0.01579,2.3e-4,3077513.076266007,1697330.4513757983
I3578,500,0.01161,-0.00354,3077513.076266007,1697330.4513757983
I3579,500,0.00828,-0.007,3077513.076266007,1697330.4513757983
I3581,500,0.01462,-0.00593,3077513.076266007,1697330.4513757983
I3582,500,0.01423,-0.003,3077513.076266007,1697330.4513757983
I3583_published,500,0.01889,-0.00523,3077513.076266007,1697330.4513757983
R105.SG,500,-4.7e-4,-0.00754,4527195.111526527,2091358.38832761
R106.SG,500,-0.01219,-0.00537,4527195.111526527,2091358.38832761
R107.SG,500,0.01195,-0.0188,4527195.111526527,2091358.38832761
R108.SG,500,-0.00466,-0.00701,4527195.111526527,2091358.38832761
R109.SG,500,0.00333,-0.00778,4527195.111526527,2091358.38832761
R110.SG,500,0.00523,-0.00664,4527195.111526527,2091358.38832761
R117.SG,500,0.01457,-0.01922,4512564.519698505,2075395.825104127
R118.SG,500,0.00826,-0.01713,4512564.519698505,2075395.825104127
R120.SG,500,0.0105,-0.01492,4512564.519698505,2075395.825104127
R121.SG,500,0.00953,-0.01824,4512564.519698505,2075395.825104127
R122.SG,500,0.01437,-0.02004,4512564.519698505,2075395.825104127
R30.SG,500,0.01434,-0.02254,4526991.560906327,2092569.7325851652
R32.SG,500,0.0126,-0.01907,4526991.560906327,2092569.7325851652
R33.SG,500,0.00574,-0.00899,4526991.560906327,2092569.7325851652
R34.SG,500,0.0176,-0.02362,4526991.560906327,2092569.7325851652
R35.SG,500,0.01465,-0.0209,4528391.035983207,2090401.1748035378
R36.SG,500,0.00663,-0.01734,4528391.035983207,2090401.1748035378
VK201.SG,500,-0.01868,-0.00692,3561887.7328390954,4075080.2475832887
VK390.SG,500,-0.02639,-0.00162,4297535.992145513,4013313.4663712294
VK391.SG,500,-0.02612,-0.00297,4297535.992145513,4013313.4663712294
VK523.SG,500,-0.02673,-4.5e-4,4306148.981770663,4525102.720097585
AED1135b.SG,505,-0.01393,-0.00924,4462243.697447559,2799874.8948699287
AED432b.SG,505,-0.01907,-0.00851,4462243.697447559,2799874.8948699287
STR220c.SG,505,-0.01918,-0.00518,4509479.6724537695,2867371.041806855
SZ12,508,-0.01216,-0.00128,4925381.378688983,2606382.3684530845
SZ14,508,-0.01355,-0.0051,4925381.378688983,2606382.3684530845
SZ16,508,-0.01956,-0.0025,4925381.378688983,2606382.3684530845
SZ18,508,-0.00339,-0.00856,4925381.378688983,2606382.3684530845
SZ23,508,-0.00961,-0.0056,4925381.378688983,2606382.3684530845
SZ25,508,-0.0146,-0.00685,4925381.378688983,2606382.3684530845
SZ28,508,0.0073,-0.00502,4925381.378688983,2606382.3684530845
SZ30,508,-0.013,-0.005,4925381.378688983,2606382.3684530845
SZ31,508,0.0107,-0.0118,4925381.378688983,2606382.3684530845
SZ32,508,0.01057,-0.01093,4925381.378688983,2606382.3684530845
SZ38,508,-0.01153,-0.00378,4925381.378688983,2606382.3684530845
SZ40,508,0.01713,-0.01763,4925381.378688983,2606382.3684530845
SZ41,508,-0.0192,-0.00194,4925381.378688983,2606382.3684530845
SZ42,508,-0.01202,-0.00279,4925381.378688983,2606382.3684530845
SZ6,508,-0.00425,-0.00902,4925381.378688983,2606382.3684530845
SZ9,508,-0.02028,-0.00113,4925381.378688983,2606382.3684530845
SZ11.SG,508,-0.0192,-0.00667,4925381.378688983,2606382.3684530845
SZ15.SG,508,-0.01645,-0.00703,4925381.378688983,2606382.3684530845
SZ2.SG,508,-0.02365,-0.00207,4925381.378688983,2606382.3684530845
SZ36.SG,508,0.00657,-0.01179,4925381.378688983,2606382.3684530845
SZ3.SG,508,-0.01026,-0.00542,4925381.378688983,2606382.3684530845
SZ45.SG,508,-0.00532,-0.00813,4925381.378688983,2606382.3684530845
SZ4.SG,508,-0.02294,-0.00481,4925381.378688983,2606382.3684530845
SZ5.SG,508,-0.01081,-0.00642,4925381.378688983,2606382.3684530845
AED1119.SG,520,-0.02212,-0.00281,4462243.697447559,2799874.8948699287
STR266b.SG,520,-0.0156,-0.0056,4509479.6724537695,2867371.041806855
STR300b.SG,520,0.0204,-0.02074,4509479.6724537695,2867371.041806855
STR310.SG,520,-6.7e-4,-0.01553,4509479.6724537695,2867371.041806855
STR355c.SG,520,-0.01886,-0.00894,4509479.6724537695,2867371.041806855
STR360c.SG,520,-0.02615,-0.00471,4509479.6724537695,2867371.041806855
STR480.SG,520,-0.01633,-0.00455,4509479.6724537695,2867371.041806855
SZ37,538,0.0036,-0.01253,4925381.378688983,2606382.3684530845
STR248b.SG,545,-0.01981,-0.00993,4509479.6724537695,2867371.041806855
Vim2b.SG,550,-0.01464,-0.02148,5208449.651921108,2468948.430189852
JK1968,550,-0.03723,-0.00874,4950074.362489535,4483159.7753672665
JK1970,550,-0.04006,-0.00969,4950074.362489535,4483159.7753672665
JK2065,550,-0.02265,0.00254,4950074.362489535,4483159.7753672665
QED-4.SG,556,0.01993,-0.03422,6680091.384815386,1621694.248950261
RISE174.SG,557,-0.02401,-0.00475,4516594.06467086,3608692.4805417135
SZ43.SG,563,0.00612,-0.01328,4925381.378688983,2606382.3684530845
I3980,565,0.01816,-0.0104,3109795.8521834454,1675062.9700833189
DA237.SG,570,-0.04365,-0.01698,4950600.040344957,4477716.292093566
STR502b.SG,584,0.01286,-0.02471,4509479.6724537695,2867371.041806855
AV1,588,-0.01775,-0.00202,4925381.378688983,2606382.3684530845
BIM37b.SG,600,-0.01938,-0.00248,4478306.815336443,2879720.8093498964
I12031,600,-0.00377,-0.00958,3724746.285437282,2129893.549106991
I12032_published,600,-0.00505,-0.00236,3724746.285437282,2129893.549106991
I12033_published,600,-0.01274,-0.00117,3724746.285437282,2129893.549106991
I12034,600,9.7e-4,0.00298,3724746.285437282,2129893.549106991
I12163,600,-0.00759,-0.0085,3724746.285437282,2129893.549106991
I12162,600,-0.00986,-0.00451,3724746.285437282,2129893.549106991
CL121,605,0.01574,-0.01635,4130010.5845384737,2443895.426335182
CL146,605,-0.01879,-0.00542,4130010.5845384737,2443895.426335182
CL23,605,0.00414,-0.00793,4130010.5845384737,2443895.426335182
CL25,605,0.01597,-0.02137,4130010.5845384737,2443895.426335182
CL30,605,0.01844,-0.02051,4130010.5845384737,2443895.426335182
CL36,605,0.00844,-0.01117,4130010.5845384737,2443895.426335182
CL38,605,0.0154,-0.02203,4130010.5845384737,2443895.426335182
CL47,605,-0.00268,-0.00885,4130010.5845384737,2443895.426335182
CL57,605,-0.00412,-0.00885,4130010.5845384737,2443895.426335182
CL63,605,-0.00811,-0.00183,4130010.5845384737,2443895.426335182
CL87,605,-0.00972,-0.00184,4130010.5845384737,2443895.426335182
CL93,605,-0.01861,-0.00333,4130010.5845384737,2443895.426335182
CL94,605,5e-5,-0.00528,4130010.5845384737,2443895.426335182
NIEcap1,605,-0.01797,-0.00169,4338211.816434245,2825313.832517198
NIEcap12a,605,-0.02481,-0.01237,4338211.816434245,2825313.832517198
NIEcap3c,605,0.00772,-0.01011,4338211.816434245,2825313.832517198
NIEcap3b,605,0.00468,-0.01344,4338211.816434245,2825313.832517198
NIEcap12c,605,-0.02223,-0.00425,4338211.816434245,2825313.832517198
R104.SG,634,0.02877,0.00455,4527195.111526527,2091358.38832761
I3775,650,0.00535,-9.8e-4,3682620.37372218,2130057.072663539
I3776,650,0.00133,-6.7e-4,3682620.37372218,2130057.072663539
I3777,650,-0.00148,-3.6e-4,3682620.37372218,2130057.072663539
I3866,650,0.00126,2.1e-4,3682620.37372218,2130057.072663539
DA146.SG,650,-0.01682,-0.04186,7013414.834265251,2825153.0443081292
DA160.SG,650,-0.00606,-0.03743,7013414.834265251,2825153.0443081292
DA161.SG,650,-0.01199,-0.03796,7010084.586849913,2818957.280685967
DA162.SG,650,-0.00667,-0.03374,7022295.300651234,2874306.9458201183
I12220_published,658,0.02058,-0.0175,4247808.918428717,1788452.7217285687
I8343,660,0.00559,-0.00624,3750073.361217858,2140423.9925117916
DA190.SG,668,-0.00668,-0.03753,6186601.213217987,3390418.663553054
VK506.SG,701,-0.02669,-0.00219,5038923.843267591,3958339.3779785642
I0159.SG,711,-0.02135,-0.0035,3650139.103392884,3264211.953749321
VK296.SG,720,-0.02204,-0.00569,4440258.809796724,3562077.217581282
RISE569.SG,721,-0.01807,-0.00758,4617778.110673852,3017057.6757968636
I0157.SG,723,-0.02278,-0.00508,3650139.103392884,3264211.953749321
I3585,736,0.00785,-0.00273,3060906.4961822117,1659245.7785620587
VK483.SG,742,-0.02289,-0.00271,5038923.843267591,3958339.3779785642
RISE568.SG,750,-0.02598,0.0035,4617778.110673852,3017057.6757968636
NO3423.SG,750,-0.02282,-0.00294,3585058.890863833,3448623.1652576737
VK297.SG,750,-0.02363,-5e-4,4440258.809796724,3562077.217581282
VK379.SG,750,-0.02373,-0.00432,4746675.2157983575,3826367.3170170942
VK382.SG,750,-0.01542,-0.00741,4746675.2157983575,3826367.3170170942
VK480.SG,750,-0.02483,-0.00132,5038923.843267591,3958339.3779785642
VK481.SG,750,-0.02384,-7.1e-4,5038923.843267591,3958339.3779785642
VK482.SG,750,-0.02607,-0.00379,5038923.843267591,3958339.3779785642
VK484.SG,750,-0.02314,-0.00252,5038923.843267591,3958339.3779785642
VK486.SG,750,-0.02419,0.001,5038923.843267591,3958339.3779785642
VK487.SG,750,-0.02179,-0.00274,5038923.843267591,3958339.3779785642
VK488.SG,750,-0.02186,-0.00529,5038923.843267591,3958339.3779785642
VK489.SG,750,-0.02154,-0.00367,5038923.843267591,3958339.3779785642
VK491.SG,750,-0.02608,-7.2e-4,5038923.843267591,3958339.3779785642
VK492.SG,750,-0.02154,-0.00355,5038923.843267591,3958339.3779785642
VK493.SG,750,-0.02344,-7.6e-4,5038923.843267591,3958339.3779785642
VK495.SG,750,-0.02722,-0.00374,5038923.843267591,3958339.3779785642
